name, description, effectValue, effectValue2
【不思議なレシピ Lv1】全体物理攻撃, , 9, 0
【不思議なレシピ Lv1】味方攻撃上昇, , 0, 0
【不思議なレシピ Lv1】味方魔法攻撃上昇, , 0, 0
不思議なレシピ, 何かとんでもないものを調合して敵全体にダメージを与え、味方全体の物理攻撃、魔法攻撃力を上昇させる。, 0, 0
【不思議なレシピ Lv1】全体物理攻撃, , 9.5, 0
【不思議なレシピ Lv1】味方攻撃上昇, , 0, 0
【不思議なレシピ Lv1】味方魔法攻撃上昇, , 0, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ラージュフォネル, 全体物理攻撃＋物理防御・魔法防御減少（中）, 8.5, 0
ラージュフォネル, 全体物理攻撃＋物理防御・魔法防御減少（中）, 9, 0
ラージュフォネル, 全体物理攻撃＋物理防御・魔法防御減少（中）, 9.5, 0
ラージュフォネル, 全体物理攻撃＋物理防御・魔法防御減少（中）, 10, 0
ラージュフォネル, 全体物理攻撃＋物理防御・魔法防御減少（中）, 10.5, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダイオクラフト投げ, 謹製の毒を帯びたフラムを投げ、敵全体に850%のダメージを与え、毒にする。, 8.5, 0
ダイオクラフト投げ, 謹製の毒を帯びたフラムを投げ、敵全体に900%のダメージを与え、毒にする。, 9, 0
ダイオクラフト投げ, 謹製の毒を帯びたフラムを投げ、敵全体に950%のダメージを与え、毒にする。, 9.5, 0
ダイオクラフト投げ, 謹製の毒を帯びたフラムを投げ、敵全体に1000%のダメージを与え、毒にする。, 10, 0
ダイオクラフト投げ, 謹製の毒を帯びたフラムを投げ、敵全体に1050%のダメージを与え、毒にする。, 10.5, 0
ミミ式アインツェルカンプ, すさまじい槍さばきで敵単体に水属性ダメージを与え、さらに2ターンの間味方全員の水属性攻撃で発生するダメージを1.5倍にする。, 0, 0
【ミミ式アインツェルカンプ Lv1】単体（水）物理攻撃, 単体（水）物理攻撃, 8, 0
【ミミ式アインツェルカンプ Lv1】水属性強化2ターン, 水属性強化2ターン, 9201, 2
ミミ式アインツェルカンプ, すさまじい槍さばきで敵単体に水属性ダメージを与え、さらに2ターンの間味方全員の水属性攻撃で発生するダメージを1.5倍にする。, 0, 0
【ミミ式アインツェルカンプ Lv2】単体（水）物理攻撃, 単体（水）物理攻撃, 8.5, 0
【ミミ式アインツェルカンプ Lv2】水属性強化2ターン, 水属性強化2ターン, 9201, 2
ミミ式アインツェルカンプ, すさまじい槍さばきで敵単体に水属性ダメージを与え、さらに2ターンの間味方全員の水属性攻撃で発生するダメージを1.5倍にする。, 0, 0
【ミミ式アインツェルカンプ Lv3】単体（水）物理攻撃, 単体（水）物理攻撃, 9, 0
【ミミ式アインツェルカンプ Lv3】水属性強化2ターン, 水属性強化2ターン, 9201, 2
ミミ式アインツェルカンプ, すさまじい槍さばきで敵単体に水属性ダメージを与え、さらに2ターンの間味方全員の水属性攻撃で発生するダメージを1.5倍にする。, 0, 0
【ミミ式アインツェルカンプ Lv4】単体（水）物理攻撃, 単体（水）物理攻撃, 9.5, 0
【ミミ式アインツェルカンプ Lv4】水属性強化2ターン, 水属性強化2ターン, 9201, 2
ミミ式アインツェルカンプ, すさまじい槍さばきで敵単体に水属性ダメージを与え、さらに2ターンの間味方全員の水属性攻撃で発生するダメージを1.5倍にする。, 0, 0
【ミミ式アインツェルカンプ Lv5】単体（水）物理攻撃, 単体（水）物理攻撃, 10, 0
【ミミ式アインツェルカンプ Lv5】水属性強化2ターン, 水属性強化2ターン, 9201, 2
ゲヌークレイン, 道具により癒やしの雨を降らせて味方のHP・戦闘不能以外の状態異常を回復し、次に受けるダメージを50%軽減する。, 0, 0
【ゲヌークレイン Lv1】HP回復, , 6, 0
【ゲヌークレイン Lv1】状態異常全回復, , 0, 0
【ゲヌークレイン Lv1】バリア, 50％軽減, 0, 0
ゲヌークレイン, 道具により癒やしの雨を降らせて味方のHP・戦闘不能以外の状態異常を回復し、次に受けるダメージを60%軽減する。, 0, 0
【ゲヌークレイン Lv2】HP回復, , 6.5, 0
【ゲヌークレイン Lv2】状態異常全回復, , 0, 0
【ゲヌークレイン Lv2】バリア, 60％軽減, 0, 0
ゲヌークレイン, 道具により癒やしの雨を降らせて味方のHP・戦闘不能以外の状態異常を回復し、次に受けるダメージを70%軽減する。, 0, 0
【ゲヌークレイン Lv3】HP回復, , 7, 0
【ゲヌークレイン Lv3】状態異常全回復, , 0, 0
【ゲヌークレイン Lv3】バリア, 70％軽減, 0, 0
ゲヌークレイン, 道具により癒やしの雨を降らせて味方のHP・戦闘不能以外の状態異常を回復し、次に受けるダメージを80%軽減する。, 0, 0
【ゲヌークレイン Lv4】HP回復, , 7.5, 0
【ゲヌークレイン Lv4】状態異常全回復, , 0, 0
【ゲヌークレイン Lv4】バリア, 80％軽減, 0, 0
ゲヌークレイン, 道具により癒やしの雨を降らせて味方のHP・戦闘不能以外の状態異常を回復し、次に受けるダメージを100%軽減する。, 0, 0
【ゲヌークレイン Lv5】HP回復, , 8, 0
【ゲヌークレイン Lv5】状態異常全回復, , 0, 0
【ゲヌークレイン Lv5】バリア, 100％軽減, 0, 0
アルカナコール, 精霊の力で敵全体に火属性ダメージを与え、さらに2ターンの間味方全員の火属性攻撃で発生するダメージを1.5倍にする。, 0, 0
【アルカナコール Lv1】全体魔法攻撃, , 7, 0
【アルカナコール Lv1】火属性強化, , 9202, 3
アルカナコール, 精霊の力で敵全体に火属性ダメージを与え、さらに2ターンの間味方全員の火属性攻撃で発生するダメージを1.5倍にする。, 0, 0
【アルカナコール Lv2】全体魔法攻撃, , 7.5, 0
【アルカナコール Lv2】火属性強化, , 9202, 3
アルカナコール, 精霊の力で敵全体に火属性ダメージを与え、さらに2ターンの間味方全員の火属性攻撃で発生するダメージを1.5倍にする。, 0, 0
【アルカナコール Lv3】全体魔法攻撃, , 8, 0
【アルカナコール Lv3】火属性強化, , 9202, 3
アルカナコール, 精霊の力で敵全体に火属性ダメージを与え、さらに2ターンの間味方全員の火属性攻撃で発生するダメージを1.5倍にする。, 0, 0
【アルカナコール Lv4】全体魔法攻撃, , 9, 0
【アルカナコール Lv4】火属性強化, , 9202, 3
アルカナコール, 精霊の力で敵全体に火属性ダメージを与え、さらに2ターンの間味方全員の火属性攻撃で発生するダメージを1.5倍にする。, 0, 0
【アルカナコール Lv5】全体魔法攻撃, , 10, 0
【アルカナコール Lv5】火属性強化, , 9202, 3
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
スラグフィギャー, 言うことを聞いてくれるスラグの人形を呼び出し、敵全体に土属性700%ダメージを与える。, 7, 0
スラグフィギャー, 言うことを聞いてくれるスラグの人形を呼び出し、敵全体に土属性800%ダメージを与える。, 8, 0
スラグフィギャー, 言うことを聞いてくれるスラグの人形を呼び出し、敵全体に土属性900%ダメージを与える。, 9, 0
スラグフィギャー, 言うことを聞いてくれるスラグの人形を呼び出し、敵全体に土属性950%ダメージを与える。, 9.5, 0
スラグフィギャー, 言うことを聞いてくれるスラグの人形を呼び出し、敵全体に土属性1000%ダメージを与える。, 10, 0
デュアルブラスト, 圧倒的な剣技により、単体に火属性1150%ダメージを与え、火傷にする。, 11.5, 0
デュアルブラスト, 圧倒的な剣技により、単体に火属性1200%ダメージを与え、火傷にする。, 12, 0
デュアルブラスト, 圧倒的な剣技により、単体に火属性1250%ダメージを与え、火傷にする。, 12.5, 0
デュアルブラスト, 圧倒的な剣技により、単体に火属性1300%ダメージを与え、火傷にする。, 13, 0
デュアルブラスト, 圧倒的な剣技により、単体に火属性1350%ダメージを与え、火傷にする。, 13.5, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
ダンシングブレード, オーラを剣に纏い200%のダメージを与える, 2, 0
うに座流星群, うにの流星群を召喚し、敵全体に700%のダメージを与え、麻痺させる。, 7, 0
うに座流星群, うにの流星群を召喚し、敵全体に750%のダメージを与え、麻痺させる。, 7.5, 0
うに座流星群, うにの流星群を召喚し、敵全体に800%のダメージを与え、麻痺させる。, 8, 0
うに座流星群, うにの流星群を召喚し、敵全体に850%のダメージを与え、麻痺させる。, 8.5, 0
